"GeneSymbol","Class","GeneSymbolClass"
"NT5CP2","transcribed_processed_pseudogene","NT5CP2_transcribed_processed_pseudogene"
"ENSG00000258603","lncRNA","ENSG00000258603_lncRNA"
"ACOT2","protein_coding","ACOT2_protein_coding"
"NT5CP1","processed_pseudogene","NT5CP1_processed_pseudogene"
"ENSG00000279026","TEC","ENSG00000279026_TEC"
"ACOT4","protein_coding","ACOT4_protein_coding"
"ENSG00000288797","lncRNA","ENSG00000288797_lncRNA"
"ACOT6","protein_coding","ACOT6_protein_coding"
"NDUFB8P1","processed_pseudogene","NDUFB8P1_processed_pseudogene"
"DNAL1","protein_coding","DNAL1_protein_coding"
"RNU6-240P","snRNA","RNU6-240P_snRNA"
"ENSG00000258660","lncRNA","ENSG00000258660_lncRNA"
"PNMA1","protein_coding","PNMA1_protein_coding"
"MIDEAS","protein_coding","MIDEAS_protein_coding"
"MIR4505","miRNA","MIR4505_miRNA"
"ENSG00000259065","lncRNA","ENSG00000259065_lncRNA"
"LINC02274","lncRNA","LINC02274_lncRNA"
"ENSG00000270576","processed_pseudogene","ENSG00000270576_processed_pseudogene"
"PTGR2","protein_coding","PTGR2_protein_coding"
"ENSG00000258653","protein_coding","ENSG00000258653_protein_coding"
"ENSG00000273711","lncRNA","ENSG00000273711_lncRNA"
"ZNF410","protein_coding","ZNF410_protein_coding"
"ENSG00000258891","lncRNA","ENSG00000258891_lncRNA"
"ENSG00000270140","lncRNA","ENSG00000270140_lncRNA"
"FAM161B","protein_coding","FAM161B_protein_coding"
"COQ6","protein_coding","COQ6_protein_coding"
"ENTPD5","protein_coding","ENTPD5_protein_coding"
"ENSG00000279461","processed_pseudogene","ENSG00000279461_processed_pseudogene"
"BBOF1","protein_coding","BBOF1_protein_coding"
"ALDH6A1","protein_coding","ALDH6A1_protein_coding"
"LIN52","protein_coding","LIN52_protein_coding"
"RN7SL530P","misc_RNA","RN7SL530P_misc_RNA"
"ENSG00000258513","transcribed_processed_pseudogene","ENSG00000258513_transcribed_processed_pseudogene"
"VSX2","protein_coding","VSX2_protein_coding"
"ABCD4","protein_coding","ABCD4_protein_coding"
"ENSG00000258559","lncRNA","ENSG00000258559_lncRNA"
"VRTN","protein_coding","VRTN_protein_coding"
"SUB1P2","processed_pseudogene","SUB1P2_processed_pseudogene"
"RPS2P2","processed_pseudogene","RPS2P2_processed_pseudogene"
"SYNDIG1L","protein_coding","SYNDIG1L_protein_coding"
"ENSG00000270000","lncRNA","ENSG00000270000_lncRNA"
"ENSG00000259005","lncRNA","ENSG00000259005_lncRNA"
"NPC2","protein_coding","NPC2_protein_coding"
"MIR4709","miRNA","MIR4709_miRNA"
"RAP1AP","processed_pseudogene","RAP1AP_processed_pseudogene"
"ISCA2","protein_coding","ISCA2_protein_coding"
"LTBP2","protein_coding","LTBP2_protein_coding"
"ENSG00000258425","lncRNA","ENSG00000258425_lncRNA"
"ENSG00000258976","lncRNA","ENSG00000258976_lncRNA"
"AREL1","protein_coding","AREL1_protein_coding"
"ENSG00000258439","processed_pseudogene","ENSG00000258439_processed_pseudogene"
"ENSG00000222604","snoRNA","ENSG00000222604_snoRNA"
"FCF1","protein_coding","FCF1_protein_coding"
"YLPM1","protein_coding","YLPM1_protein_coding"
"PROX2","protein_coding","PROX2_protein_coding"
"ENSG00000258587","processed_pseudogene","ENSG00000258587_processed_pseudogene"
"DLST","protein_coding","DLST_protein_coding"
"RPS6KL1","protein_coding","RPS6KL1_protein_coding"
"PGF","protein_coding","PGF_protein_coding"
"EIF2B2","protein_coding","EIF2B2_protein_coding"
"ENSG00000258646","lncRNA","ENSG00000258646_lncRNA"
"ENSG00000279594","TEC","ENSG00000279594_TEC"
"MLH3","protein_coding","MLH3_protein_coding"
"RNU6-689P","snRNA","RNU6-689P_snRNA"
"ACYP1","protein_coding","ACYP1_protein_coding"
"ZC2HC1C","protein_coding","ZC2HC1C_protein_coding"
"NEK9","protein_coding","NEK9_protein_coding"
"HIF1AP1","processed_pseudogene","HIF1AP1_processed_pseudogene"
"ENSG00000259138","lncRNA","ENSG00000259138_lncRNA"
"TMED10","protein_coding","TMED10_protein_coding"
"ENSG00000273565","lncRNA","ENSG00000273565_lncRNA"
"RNU4ATAC14P","snRNA","RNU4ATAC14P_snRNA"
"ENSG00000258740","lncRNA","ENSG00000258740_lncRNA"
"ENSG00000289340","lncRNA","ENSG00000289340_lncRNA"
"ENSG00000258820","lncRNA","ENSG00000258820_lncRNA"
"FOS","protein_coding","FOS_protein_coding"
"DPPA5P4","processed_pseudogene","DPPA5P4_processed_pseudogene"
"LINC01220","lncRNA","LINC01220_lncRNA"
"JDP2-AS1","lncRNA","JDP2-AS1_lncRNA"
"JDP2","protein_coding","JDP2_protein_coding"
"BATF","protein_coding","BATF_protein_coding"
"FLVCR2-AS1","lncRNA","FLVCR2-AS1_lncRNA"
"FLVCR2","protein_coding","FLVCR2_protein_coding"
"ENSG00000242951","processed_pseudogene","ENSG00000242951_processed_pseudogene"
"RNA5SP387","rRNA_pseudogene","RNA5SP387_rRNA_pseudogene"
"ENSG00000280494","miRNA","ENSG00000280494_miRNA"
"TTLL5","protein_coding","TTLL5_protein_coding"
"ERG28","protein_coding","ERG28_protein_coding"
"ENSG00000259103","lncRNA","ENSG00000259103_lncRNA"
"ENSG00000242488","transcribed_processed_pseudogene","ENSG00000242488_transcribed_processed_pseudogene"
"IFT43","protein_coding","IFT43_protein_coding"
"TGFB3","protein_coding","TGFB3_protein_coding"
"TGFB3-AS1","lncRNA","TGFB3-AS1_lncRNA"
"ENSG00000258578","processed_pseudogene","ENSG00000258578_processed_pseudogene"
"ENSG00000283629","lncRNA","ENSG00000283629_lncRNA"
"GPATCH2L","protein_coding","GPATCH2L_protein_coding"
"ENSG00000258454","lncRNA","ENSG00000258454_lncRNA"
"ENSG00000280078","TEC","ENSG00000280078_TEC"
"ENSG00000258402","lncRNA","ENSG00000258402_lncRNA"
"ESRRB","protein_coding","ESRRB_protein_coding"
"ENSG00000259124","lncRNA","ENSG00000259124_lncRNA"
"CYCSP1","processed_pseudogene","CYCSP1_processed_pseudogene"
"RPSAP3","transcribed_processed_pseudogene","RPSAP3_transcribed_processed_pseudogene"
"ENSG00000258566","processed_pseudogene","ENSG00000258566_processed_pseudogene"
"VASH1-DT","lncRNA","VASH1-DT_lncRNA"
"VASH1","protein_coding","VASH1_protein_coding"
"ENSG00000259081","lncRNA","ENSG00000259081_lncRNA"
"ENSG00000258610","lncRNA","ENSG00000258610_lncRNA"
"VASH1-AS1","lncRNA","VASH1-AS1_lncRNA"
"ANGEL1","protein_coding","ANGEL1_protein_coding"
"ENSG00000286437","lncRNA","ENSG00000286437_lncRNA"
"LRRC74A","protein_coding","LRRC74A_protein_coding"
"RPL22P2","processed_pseudogene","RPL22P2_processed_pseudogene"
"RN7SKP17","misc_RNA","RN7SKP17_misc_RNA"
"ENSG00000259058","lncRNA","ENSG00000259058_lncRNA"
"ENSG00000288762","lncRNA","ENSG00000288762_lncRNA"
"ENSG00000285966","lncRNA","ENSG00000285966_lncRNA"
"LINC01629","lncRNA","LINC01629_lncRNA"
"RN7SL356P","misc_RNA","RN7SL356P_misc_RNA"
"ENSG00000243225","processed_pseudogene","ENSG00000243225_processed_pseudogene"
"IRF2BPL","protein_coding","IRF2BPL_protein_coding"
"ENSG00000273729","lncRNA","ENSG00000273729_lncRNA"
"ENSG00000289347","lncRNA","ENSG00000289347_lncRNA"
"LINC02288","lncRNA","LINC02288_lncRNA"
"ENSG00000258473","lncRNA","ENSG00000258473_lncRNA"
"LINC02289","lncRNA","LINC02289_lncRNA"
"ENSG00000287004","lncRNA","ENSG00000287004_lncRNA"
"CIPC","protein_coding","CIPC_protein_coding"
"ENSG00000259164","protein_coding","ENSG00000259164_protein_coding"
"TMEM63C","protein_coding","TMEM63C_protein_coding"
"ZDHHC22","protein_coding","ZDHHC22_protein_coding"
"ENSG00000269883","lncRNA","ENSG00000269883_lncRNA"
"FAM204DP","processed_pseudogene","FAM204DP_processed_pseudogene"
"ENSG00000201384","snoRNA","ENSG00000201384_snoRNA"
"NGB","protein_coding","NGB_protein_coding"
"MIR1260A","miRNA","MIR1260A_miRNA"
"POMT2","protein_coding","POMT2_protein_coding"
"GSTZ1","protein_coding","GSTZ1_protein_coding"
"TMED8","protein_coding","TMED8_protein_coding"
"ENSG00000258510","processed_pseudogene","ENSG00000258510_processed_pseudogene"
"SAMD15","protein_coding","SAMD15_protein_coding"
"NOXRED1","protein_coding","NOXRED1_protein_coding"
"VIPAS39","protein_coding","VIPAS39_protein_coding"
"AHSA1","protein_coding","AHSA1_protein_coding"
"ENSG00000212371","snoRNA","ENSG00000212371_snoRNA"
"ISM2","protein_coding","ISM2_protein_coding"
"SPTLC2","protein_coding","SPTLC2_protein_coding"
"RN7SL587P","misc_RNA","RN7SL587P_misc_RNA"
"COX6CP11","processed_pseudogene","COX6CP11_processed_pseudogene"
"ALKBH1","protein_coding","ALKBH1_protein_coding"
"RPL21P10","processed_pseudogene","RPL21P10_processed_pseudogene"
"ZMYND19P1","processed_pseudogene","ZMYND19P1_processed_pseudogene"
"SLIRP","protein_coding","SLIRP_protein_coding"
"SNW1","protein_coding","SNW1_protein_coding"
"C14orf178","lncRNA","C14orf178_lncRNA"
"ADCK1","protein_coding","ADCK1_protein_coding"
"FXNP1","processed_pseudogene","FXNP1_processed_pseudogene"
"NRXN3","protein_coding","NRXN3_protein_coding"
"RNA5SP388","rRNA_pseudogene","RNA5SP388_rRNA_pseudogene"
"RPS26P48","processed_pseudogene","RPS26P48_processed_pseudogene"
"ENSG00000258723","lncRNA","ENSG00000258723_lncRNA"
"ENSG00000258719","lncRNA","ENSG00000258719_lncRNA"
"ENSG00000258874","lncRNA","ENSG00000258874_lncRNA"
"ENSG00000258478","lncRNA","ENSG00000258478_lncRNA"
"ENSG00000258829","lncRNA","ENSG00000258829_lncRNA"
"ENSG00000258419","lncRNA","ENSG00000258419_lncRNA"
"ENSG00000258662","lncRNA","ENSG00000258662_lncRNA"
"ENSG00000259106","lncRNA","ENSG00000259106_lncRNA"
"ENSG00000287118","lncRNA","ENSG00000287118_lncRNA"
"ENSG00000258637","lncRNA","ENSG00000258637_lncRNA"
"ENSG00000258416","lncRNA","ENSG00000258416_lncRNA"
"DIO2","protein_coding","DIO2_protein_coding"
"DIO2-AS1","lncRNA","DIO2-AS1_lncRNA"
"CEP128","protein_coding","CEP128_protein_coding"
"HMGN2P2","processed_pseudogene","HMGN2P2_processed_pseudogene"
"TSHR","protein_coding","TSHR_protein_coding"
"BHLHB9P1","processed_pseudogene","BHLHB9P1_processed_pseudogene"
"RPL17P3","unprocessed_pseudogene","RPL17P3_unprocessed_pseudogene"
"ENSG00000271656","processed_pseudogene","ENSG00000271656_processed_pseudogene"
"ENSG00000284959","lncRNA","ENSG00000284959_lncRNA"
"NMNAT1P1","processed_pseudogene","NMNAT1P1_processed_pseudogene"
"ENSG00000286686","lncRNA","ENSG00000286686_lncRNA"
"GTF2A1","protein_coding","GTF2A1_protein_coding"
"SNORA79","snoRNA","SNORA79_snoRNA"
"ENSG00000273783","lncRNA","ENSG00000273783_lncRNA"
"DYNLL1P1","processed_pseudogene","DYNLL1P1_processed_pseudogene"
"UNGP3","processed_pseudogene","UNGP3_processed_pseudogene"
"STON2","protein_coding","STON2_protein_coding"
"ENSG00000242163","processed_pseudogene","ENSG00000242163_processed_pseudogene"
"DYNLL1P2","processed_pseudogene","DYNLL1P2_processed_pseudogene"
"LINC02308","lncRNA","LINC02308_lncRNA"
"SEL1L","protein_coding","SEL1L_protein_coding"
"LINC01467","lncRNA","LINC01467_lncRNA"
"EEF1A1P2","processed_pseudogene","EEF1A1P2_processed_pseudogene"
"LINC02311","lncRNA","LINC02311_lncRNA"
"ENSG00000259035","lncRNA","ENSG00000259035_lncRNA"
"RPL9P6","processed_pseudogene","RPL9P6_processed_pseudogene"
"EIF3LP1","processed_pseudogene","EIF3LP1_processed_pseudogene"
"ENSG00000289442","lncRNA","ENSG00000289442_lncRNA"
"LINC02301","lncRNA","LINC02301_lncRNA"
"ENSAP2","processed_pseudogene","ENSAP2_processed_pseudogene"
"ENSG00000258683","lncRNA","ENSG00000258683_lncRNA"
"ENSG00000258600","lncRNA","ENSG00000258600_lncRNA"
"ENSG00000258426","lncRNA","ENSG00000258426_lncRNA"
"RNU7-51P","snRNA","RNU7-51P_snRNA"
"RNU6ATAC28P","snRNA","RNU6ATAC28P_snRNA"
"ENSG00000258549","processed_pseudogene","ENSG00000258549_processed_pseudogene"
"LINC02305","lncRNA","LINC02305_lncRNA"
"ENSG00000285826","lncRNA","ENSG00000285826_lncRNA"
"MTND4P33","processed_pseudogene","MTND4P33_processed_pseudogene"
"MTND5P35","processed_pseudogene","MTND5P35_processed_pseudogene"
"MTCYBP27","processed_pseudogene","MTCYBP27_processed_pseudogene"
"RNU6-976P","snRNA","RNU6-976P_snRNA"
"ENSG00000258506","processed_pseudogene","ENSG00000258506_processed_pseudogene"
"ENSG00000271712","processed_pseudogene","ENSG00000271712_processed_pseudogene"
"ENSG00000259044","lncRNA","ENSG00000259044_lncRNA"
"ENSG00000258902","lncRNA","ENSG00000258902_lncRNA"
"LINC02329","lncRNA","LINC02329_lncRNA"
"LINC00911","lncRNA","LINC00911_lncRNA"
"ENSG00000258945","lncRNA","ENSG00000258945_lncRNA"
"ENSG00000205562","lncRNA","ENSG00000205562_lncRNA"
"FLRT2","protein_coding","FLRT2_protein_coding"
"LINC02328","lncRNA","LINC02328_lncRNA"
"LINC02316","lncRNA","LINC02316_lncRNA"
"ENSG00000286582","lncRNA","ENSG00000286582_lncRNA"
"LINC02309","lncRNA","LINC02309_lncRNA"
"LINC01148","lncRNA","LINC01148_lncRNA"
"ENSG00000259061","lncRNA","ENSG00000259061_lncRNA"
"ENSG00000258496","lncRNA","ENSG00000258496_lncRNA"
"ENSG00000258958","lncRNA","ENSG00000258958_lncRNA"
"LINC02296","lncRNA","LINC02296_lncRNA"
"ENSG00000259028","lncRNA","ENSG00000259028_lncRNA"
"LINC02330","lncRNA","LINC02330_lncRNA"
"ENSG00000258807","lncRNA","ENSG00000258807_lncRNA"
"ENSG00000259077","lncRNA","ENSG00000259077_lncRNA"
"GALC","protein_coding","GALC_protein_coding"
"SHLD2P2","processed_pseudogene","SHLD2P2_processed_pseudogene"
"RNU6-835P","snRNA","RNU6-835P_snRNA"
"GPR65","protein_coding","GPR65_protein_coding"
"ENSG00000258407","lncRNA","ENSG00000258407_lncRNA"
"LINC01147","lncRNA","LINC01147_lncRNA"
"LINC01146","lncRNA","LINC01146_lncRNA"
"ENSG00000258975","lncRNA","ENSG00000258975_lncRNA"
"ENSG00000259998","lncRNA","ENSG00000259998_lncRNA"
"ENSG00000258538","lncRNA","ENSG00000258538_lncRNA"
"KCNK10","protein_coding","KCNK10_protein_coding"
"SPATA7","protein_coding","SPATA7_protein_coding"
"PTPN21","protein_coding","PTPN21_protein_coding"
"ENSG00000258983","lncRNA","ENSG00000258983_lncRNA"
"RNU4-22P","snRNA","RNU4-22P_snRNA"
"ENSG00000258789","lncRNA","ENSG00000258789_lncRNA"
"ZC3H14","protein_coding","ZC3H14_protein_coding"
"ENSG00000278576","lncRNA","ENSG00000278576_lncRNA"
"EML5","protein_coding","EML5_protein_coding"
"ENSG00000274492","lncRNA","ENSG00000274492_lncRNA"
"RNU4-92P","snRNA","RNU4-92P_snRNA"
"TTC8","protein_coding","TTC8_protein_coding"
"ENSG00000283627","lncRNA","ENSG00000283627_lncRNA"
"MPPE1P1","processed_pseudogene","MPPE1P1_processed_pseudogene"
"FOXN3","protein_coding","FOXN3_protein_coding"
"ENSG00000277801","lncRNA","ENSG00000277801_lncRNA"
"CAP2P1","transcribed_processed_pseudogene","CAP2P1_transcribed_processed_pseudogene"
"ENSG00000258752","lncRNA","ENSG00000258752_lncRNA"
"ENSG00000258699","lncRNA","ENSG00000258699_lncRNA"
"ENSG00000258380","lncRNA","ENSG00000258380_lncRNA"
"ENSG00000259053","lncRNA","ENSG00000259053_lncRNA"
"FOXN3-AS1","lncRNA","FOXN3-AS1_lncRNA"
"FOXN3-AS2","lncRNA","FOXN3-AS2_lncRNA"
"RN7SKP107","misc_RNA","RN7SKP107_misc_RNA"
"ENSG00000258792","lncRNA","ENSG00000258792_lncRNA"
"RN7SKP255","misc_RNA","RN7SKP255_misc_RNA"
"CHORDC2P","processed_pseudogene","CHORDC2P_processed_pseudogene"
"EFCAB11","protein_coding","EFCAB11_protein_coding"
"RAB42P1","processed_pseudogene","RAB42P1_processed_pseudogene"
"TDP1","protein_coding","TDP1_protein_coding"
"KCNK13","protein_coding","KCNK13_protein_coding"
"GLRXP2","processed_pseudogene","GLRXP2_processed_pseudogene"
"PSMC1","protein_coding","PSMC1_protein_coding"
"NRDE2","protein_coding","NRDE2_protein_coding"
"ENSG00000287437","lncRNA","ENSG00000287437_lncRNA"
"RPL21P11","processed_pseudogene","RPL21P11_processed_pseudogene"
"ENSG00000275198","lncRNA","ENSG00000275198_lncRNA"
"CALM1","protein_coding","CALM1_protein_coding"
"ENSG00000258424","lncRNA","ENSG00000258424_lncRNA"
"LINC02317","lncRNA","LINC02317_lncRNA"
"LINC00642","lncRNA","LINC00642_lncRNA"
"ENSG00000259789","lncRNA","ENSG00000259789_lncRNA"
"TTC7B","protein_coding","TTC7B_protein_coding"
"ENSG00000258935","lncRNA","ENSG00000258935_lncRNA"
"ENSG00000259163","lncRNA","ENSG00000259163_lncRNA"
"ENSG00000258437","lncRNA","ENSG00000258437_lncRNA"
"ENSG00000258716","lncRNA","ENSG00000258716_lncRNA"
"ENSG00000287663","lncRNA","ENSG00000287663_lncRNA"
"ENSG00000213315","processed_pseudogene","ENSG00000213315_processed_pseudogene"
"LINC02321","lncRNA","LINC02321_lncRNA"
"RPS6KA5","protein_coding","RPS6KA5_protein_coding"
"DGLUCY","protein_coding","DGLUCY_protein_coding"
"RNU7-30P","snRNA","RNU7-30P_snRNA"
"SNORA11B","snoRNA","SNORA11B_snoRNA"
"GPR68","protein_coding","GPR68_protein_coding"
"ENSG00000258875","lncRNA","ENSG00000258875_lncRNA"
"ENSG00000260810","lncRNA","ENSG00000260810_lncRNA"
"ENSG00000286607","lncRNA","ENSG00000286607_lncRNA"
"CCDC88C","protein_coding","CCDC88C_protein_coding"
"CCDC88C-DT","lncRNA","CCDC88C-DT_lncRNA"
"ENSG00000258446","processed_pseudogene","ENSG00000258446_processed_pseudogene"
"PPP4R3A","protein_coding","PPP4R3A_protein_coding"
"ENSG00000278342","unprocessed_pseudogene","ENSG00000278342_unprocessed_pseudogene"
"ENSG00000279286","TEC","ENSG00000279286_TEC"
"CATSPERB","protein_coding","CATSPERB_protein_coding"
"POLR3GP1","transcribed_processed_pseudogene","POLR3GP1_transcribed_processed_pseudogene"
"NANOGP7","transcribed_processed_pseudogene","NANOGP7_transcribed_processed_pseudogene"
"ENSG00000258962","processed_pseudogene","ENSG00000258962_processed_pseudogene"
"ENSG00000260711","lncRNA","ENSG00000260711_lncRNA"
"TC2N","protein_coding","TC2N_protein_coding"
"FBLN5","protein_coding","FBLN5_protein_coding"
"TRIP11","protein_coding","TRIP11_protein_coding"
"ENSG00000259020","processed_pseudogene","ENSG00000259020_processed_pseudogene"
"ATXN3","protein_coding","ATXN3_protein_coding"
"NDUFB1","protein_coding","NDUFB1_protein_coding"
"CPSF2","protein_coding","CPSF2_protein_coding"
"ENSG00000258481","lncRNA","ENSG00000258481_lncRNA"
"RNU6-366P","snRNA","RNU6-366P_snRNA"
"ENSG00000286630","lncRNA","ENSG00000286630_lncRNA"
"SLC24A4","protein_coding","SLC24A4_protein_coding"
"RIN3","protein_coding","RIN3_protein_coding"
"LGMN","protein_coding","LGMN_protein_coding"
"GOLGA5","protein_coding","GOLGA5_protein_coding"
"LINC02833","lncRNA","LINC02833_lncRNA"
"LINC02287","lncRNA","LINC02287_lncRNA"
"CHGA","protein_coding","CHGA_protein_coding"
"ITPK1","protein_coding","ITPK1_protein_coding"
"ITPK1-AS1","lncRNA","ITPK1-AS1_lncRNA"
"CYB5AP3","processed_pseudogene","CYB5AP3_processed_pseudogene"
"MOAP1","protein_coding","MOAP1_protein_coding"
"TMEM251","protein_coding","TMEM251_protein_coding"
"ENSG00000259066","protein_coding","ENSG00000259066_protein_coding"
"GON7","protein_coding","GON7_protein_coding"
"UBR7","protein_coding","UBR7_protein_coding"
"ENSG00000240096","processed_pseudogene","ENSG00000240096_processed_pseudogene"
"BTBD7","protein_coding","BTBD7_protein_coding"
"ENSG00000241499","processed_pseudogene","ENSG00000241499_processed_pseudogene"
"UNC79","protein_coding","UNC79_protein_coding"
"ENSG00000278396","lncRNA","ENSG00000278396_lncRNA"
"COX8C","protein_coding","COX8C_protein_coding"
"RNU6-1258P","snRNA","RNU6-1258P_snRNA"
"ENSG00000277826","misc_RNA","ENSG00000277826_misc_RNA"
"PRIMA1","protein_coding","PRIMA1_protein_coding"
"ENSG00000279593","TEC","ENSG00000279593_TEC"
"FAM181A-AS1","lncRNA","FAM181A-AS1_lncRNA"
"FAM181A","protein_coding","FAM181A_protein_coding"
"ASB2","protein_coding","ASB2_protein_coding"
"ENSG00000258987","lncRNA","ENSG00000258987_lncRNA"
"MIR4506","miRNA","MIR4506_miRNA"
"CCDC197","protein_coding","CCDC197_protein_coding"
"OTUB2","protein_coding","OTUB2_protein_coding"
"DDX24","protein_coding","DDX24_protein_coding"
"IFI27L1","protein_coding","IFI27L1_protein_coding"
"IFI27","protein_coding","IFI27_protein_coding"
"IFI27L2","protein_coding","IFI27L2_protein_coding"
"PPP4R4","protein_coding","PPP4R4_protein_coding"
"SERPINA10","protein_coding","SERPINA10_protein_coding"
"SERPINA6","protein_coding","SERPINA6_protein_coding"
"SERPINA2","polymorphic_pseudogene","SERPINA2_polymorphic_pseudogene"
"SERPINA1","protein_coding","SERPINA1_protein_coding"
"ENSG00000289541","lncRNA","ENSG00000289541_lncRNA"
"ENSG00000256357","lncRNA","ENSG00000256357_lncRNA"
"SERPINA11","protein_coding","SERPINA11_protein_coding"
"SERPINA9","protein_coding","SERPINA9_protein_coding"
"SERPINA12","protein_coding","SERPINA12_protein_coding"
"ENSG00000287668","lncRNA","ENSG00000287668_lncRNA"
"SERPINA4","protein_coding","SERPINA4_protein_coding"
"SERPINA5","protein_coding","SERPINA5_protein_coding"
"ENSG00000273259","protein_coding","ENSG00000273259_protein_coding"
"ENSG00000288028","lncRNA","ENSG00000288028_lncRNA"
"SERPINA3","protein_coding","SERPINA3_protein_coding"
"ADIPOR1P2","processed_pseudogene","ADIPOR1P2_processed_pseudogene"
"SERPINA13P","transcribed_unprocessed_pseudogene","SERPINA13P_transcribed_unprocessed_pseudogene"
"ENSG00000259140","processed_pseudogene","ENSG00000259140_processed_pseudogene"
"RPSAP4","processed_pseudogene","RPSAP4_processed_pseudogene"
"GSC","protein_coding","GSC_protein_coding"
"ENSG00000285205","lncRNA","ENSG00000285205_lncRNA"
"RPL15P2","processed_pseudogene","RPL15P2_processed_pseudogene"
"ENSG00000274379","lncRNA","ENSG00000274379_lncRNA"
"LINC02279","lncRNA","LINC02279_lncRNA"
"ENSG00000258866","lncRNA","ENSG00000258866_lncRNA"
"DICER1","protein_coding","DICER1_protein_coding"
"MIR3173","miRNA","MIR3173_miRNA"
"DICER1-AS1","lncRNA","DICER1-AS1_lncRNA"
"CLMN","protein_coding","CLMN_protein_coding"
"ENSG00000259143","lncRNA","ENSG00000259143_lncRNA"
"ENSG00000258615","unprocessed_pseudogene","ENSG00000258615_unprocessed_pseudogene"
"ENSG00000287111","unprocessed_pseudogene","ENSG00000287111_unprocessed_pseudogene"
"LINC02292","lncRNA","LINC02292_lncRNA"
"SYNE3","protein_coding","SYNE3_protein_coding"
"ENSG00000258572","lncRNA","ENSG00000258572_lncRNA"
"SNHG10","lncRNA","SNHG10_lncRNA"
"SCARNA13","scaRNA","SCARNA13_scaRNA"
"GLRX5","protein_coding","GLRX5_protein_coding"
"LINC02318","lncRNA","LINC02318_lncRNA"
"ENSG00000258927","lncRNA","ENSG00000258927_lncRNA"
"ENSG00000270038","lncRNA","ENSG00000270038_lncRNA"
"TCL6","lncRNA","TCL6_lncRNA"
"ENSG00000275033","misc_RNA","ENSG00000275033_misc_RNA"
"ENSG00000259084","lncRNA","ENSG00000259084_lncRNA"
"ENSG00000277468","misc_RNA","ENSG00000277468_misc_RNA"
"TCL1B","protein_coding","TCL1B_protein_coding"
"TCL1A","protein_coding","TCL1A_protein_coding"
"ENSG00000257275","lncRNA","ENSG00000257275_lncRNA"
"ENSG00000258516","lncRNA","ENSG00000258516_lncRNA"
"TUNAR","protein_coding","TUNAR_protein_coding"
"ENSG00000271358","processed_pseudogene","ENSG00000271358_processed_pseudogene"
"C14orf132","protein_coding","C14orf132_protein_coding"
"BDKRB2","protein_coding","BDKRB2_protein_coding"
"ENSG00000258691","protein_coding","ENSG00000258691_protein_coding"
"ENSG00000258412","lncRNA","ENSG00000258412_lncRNA"
"CKS1BP1","processed_pseudogene","CKS1BP1_processed_pseudogene"
"ENSG00000259036","lncRNA","ENSG00000259036_lncRNA"
"BDKRB1","protein_coding","BDKRB1_protein_coding"
"ENSG00000258793","lncRNA","ENSG00000258793_lncRNA"
"ENSG00000258729","lncRNA","ENSG00000258729_lncRNA"
"ATG2B","protein_coding","ATG2B_protein_coding"
"GSKIP","protein_coding","GSKIP_protein_coding"
"RNU2-33P","snRNA","RNU2-33P_snRNA"
"AK7","protein_coding","AK7_protein_coding"
"PEBP1P1","processed_pseudogene","PEBP1P1_processed_pseudogene"
"RPL23AP10","processed_pseudogene","RPL23AP10_processed_pseudogene"
"PAPOLA-DT","lncRNA","PAPOLA-DT_lncRNA"
"PAPOLA","protein_coding","PAPOLA_protein_coding"
"ENSG00000258702","lncRNA","ENSG00000258702_lncRNA"
"RN7SKP108","misc_RNA","RN7SKP108_misc_RNA"
"ENSG00000287350","lncRNA","ENSG00000287350_lncRNA"
"LINC02299","lncRNA","LINC02299_lncRNA"
"ENSG00000287772","lncRNA","ENSG00000287772_lncRNA"
"VRK1","protein_coding","VRK1_protein_coding"
"ENSG00000280070","TEC","ENSG00000280070_TEC"
"ENSG00000288034","lncRNA","ENSG00000288034_lncRNA"
"ENSG00000259026","lncRNA","ENSG00000259026_lncRNA"
"ENSG00000258393","lncRNA","ENSG00000258393_lncRNA"
"LINC02304","lncRNA","LINC02304_lncRNA"
"ENSG00000285584","lncRNA","ENSG00000285584_lncRNA"
"LINC02325","lncRNA","LINC02325_lncRNA"
"LINC02291","lncRNA","LINC02291_lncRNA"
"ENSG00000287501","lncRNA","ENSG00000287501_lncRNA"
"LINC02312","lncRNA","LINC02312_lncRNA"
"ENSG00000258379","lncRNA","ENSG00000258379_lncRNA"
"LINC01550","lncRNA","LINC01550_lncRNA"
"ENSG00000259097","lncRNA","ENSG00000259097_lncRNA"
"LINC02295","lncRNA","LINC02295_lncRNA"
"RN7SL714P","misc_RNA","RN7SL714P_misc_RNA"
"ENSG00000258795","lncRNA","ENSG00000258795_lncRNA"
"LINC02914","lncRNA","LINC02914_lncRNA"
"ENSG00000237342","lncRNA","ENSG00000237342_lncRNA"
"ENSG00000278990","TEC","ENSG00000278990_TEC"
"ENSG00000259119","lncRNA","ENSG00000259119_lncRNA"
"RPL3P4","processed_pseudogene","RPL3P4_processed_pseudogene"
"ENSG00000234648","processed_pseudogene","ENSG00000234648_processed_pseudogene"
"ENSG00000287991","lncRNA","ENSG00000287991_lncRNA"
"ENSG00000229402","lncRNA","ENSG00000229402_lncRNA"
"BCL11B","protein_coding","BCL11B_protein_coding"
"ENSG00000235785","lncRNA","ENSG00000235785_lncRNA"
